9.121778431089646588e-01;6.123241085101600589e-01;2.484432233637244192e+00;1.404220428921143737e+00;1.644052971605312941e+00;1.729315899361179021e+00;1.460050204091905890e+00;6.083490324871334565e-01;1.340250833156068744e+00;1.223315601007139986e+00
9.121784429474314448e-01;6.123173446282977883e-01;2.484422094743068854e+00;1.404217668035157018e+00;1.644048572627188953e+00;1.729310918024506094e+00;1.460047061880204611e+00;6.083506755072071170e-01;1.340248509191988235e+00;1.223314075728184847e+00
9.097001572917605694e-01;8.534263221036851865e-01;2.526311832386419542e+00;1.415624512574028104e+00;1.662223339650982901e+00;1.749891750878362018e+00;1.473029387321198147e+00;5.497826966462258103e-01;1.349850172245959934e+00;1.229615900578036713e+00
9.098374190157884067e-01;8.418752023585253097e-01;2.523991737608465513e+00;1.414992735868409124e+00;1.661216716443612684e+00;1.748751865896586377e+00;1.472310351415129670e+00;5.525885885882803050e-01;1.349318376881165626e+00;1.229266869246062210e+00
9.094952238499253161e-01;8.697500585957376185e-01;2.529775762419337326e+00;1.416567762964265231e+00;1.663726240477696239e+00;1.751593613172938824e+00;1.474102916770702931e+00;5.458174844678599369e-01;1.350644149264908833e+00;1.230137008648596764e+00
1.116458944971842948e+00;9.602490924383092485e-01;2.575009217007826035e+00;1.428885123097669796e+00;1.683351751284819953e+00;1.773817246469814979e+00;1.488121515628683333e+00;5.238342901607462299e-01;1.361012234962259315e+00;1.236941856905163117e+00
9.141273970253099845e-01;1.708689893078322308e-01;2.451479493951890465e+00;1.395247186311676435e+00;1.629755714084243134e+00;1.713125899955715070e+00;1.449837602752410026e+00;7.155832564477621061e-01;1.332697644213759247e+00;1.218358243775927496e+00
9.141281154220229910e-01;1.708469196907352883e-01;2.451467351102350811e+00;1.395243879735776460e+00;1.629750445646821477e+00;1.713119934056408944e+00;1.449833839481657671e+00;7.155886173964963737e-01;1.332694860917507107e+00;1.218356417025145966e+00
1.112463486074533714e+00;1.603592898894876939e-01;2.496229128996732882e+00;1.407432799276688185e+00;1.649171309337294833e+00;1.735111828036005832e+00;1.463706257898071073e+00;7.181361761267139876e-01;1.342954832290395029e+00;1.225090306997434819e+00
9.143159001502214611e-01;2.258842374882981049e-02;2.448293280760756918e+00;1.394379560000707396e+00;1.628373306704898216e+00;1.711560482628880164e+00;1.448850142364764393e+00;7.516022098691067521e-01;1.331967323443076667e+00;1.217878914980990546e+00
