1.380606696269773004e-01;1.373874918100067843e-01;9.133388716616110958e-01;6.937000674788931232e-01;5.965517894162529755e-01;1.921031526129007405e+00;1.719648747566771219e+00;1.811548238817736634e+00;7.942689965899545346e-01;1.939093779608369816e+00
1.380642855598857854e-01;1.373911105669722854e-01;9.133394635700792241e-01;6.936929622156857711e-01;5.965534819270946754e-01;1.921025235345929394e+00;1.719643832258190841e+00;1.811542695821885873e+00;7.942614694287231103e-01;1.939087365457399015e+00
9.168792715030127383e-03;8.394949863680363847e-03;9.108939414049636030e-01;9.469710030664016953e-01;5.362213284818377890e-01;1.947016161786716548e+00;1.739951864209957844e+00;1.834444073223062688e+00;1.062578714578237715e+00;1.965587997253777974e+00
1.534395586346293770e-02;1.457493583745739056e-02;9.110293884983057255e-01;9.348368842570563553e-01;5.391117390182960101e-01;1.945576634682897987e+00;1.738827088512316266e+00;1.833175663127760036e+00;1.049724093149925874e+00;1.964120239733625262e+00
4.422157030753209243e-04;7.299527441308414390e-04;9.106917172290560636e-01;9.641186183952105138e-01;5.321366768643385203e-01;1.949165393454103112e+00;1.741631168157528498e+00;1.836337825092566822e+00;1.080744525125633126e+00;1.967779377279891495e+00
4.793805487524566838e-02;4.875649838657257484e-02;9.773326992905501109e-01;1.059185248557785064e+00;5.094913085598965496e-01;1.977230964092947074e+00;1.763560225075784249e+00;1.861067233128245846e+00;1.181456044470906352e+00;1.996395338905949890e+00
3.740600743537345618e-01;3.735712129480032728e-01;9.152626520392284082e-01;2.299641714295698192e-01;7.070161042243892080e-01;1.900585653670305186e+00;1.703673348147322963e+00;1.793532773207466624e+00;3.029972792039409835e-01;1.918246945271079085e+00
3.740718726459524857e-01;3.735830204547311850e-01;9.152633609385762981e-01;2.299409879320527261e-01;7.070216266546990314e-01;1.900578119512134068e+00;1.703667461326580979e+00;1.793526134636884484e+00;3.029727191111440954e-01;1.918239263361315672e+00
3.796785000978241120e-01;3.791940267034573098e-01;9.781103662041517044e-01;2.189240346977057161e-01;7.096459225107523139e-01;1.928351033406150883e+00;1.725367850654306867e+00;1.817997674120722884e+00;2.913015985834733201e-01;1.946556828981558018e+00
4.533300243040328525e-01;4.529030730235023561e-01;9.154486631106760752e-01;7.419970536005543460e-02;7.441200143646428122e-01;1.898608734325990088e+00;1.702128680576435293e+00;1.791790850844714900e+00;1.379837932831815828e-01;1.916231256767085833e+00
